Year Month,Postal Code,Customer Class,Total Gallons
201703,78704,Irrigation - Multi-Family,"2,341,400"
201205,78752,Irrigation - Multi-Family,"79,300"
201303,78721,Irrigation - Multi-Family,0
201609,78653,Multi-Family,"203,700"
201405,78757,Multi-Family,"13,856,000"
201605,78731,Irrigation - Residential,"218,200"
201301,78701,Multi-Family,"12,495,600"
201310,78722,Irrigation - Multi-Family,"138,200"
201309,78652,Irrigation - Residential,"44,900"
201305,78732,Residential,"6,400"
201509,78736,Multi-Family,"2,524,100"
201801,78753,Multi-Family,"58,609,900"
201412,78721,Irrigation - Residential,"4,100"
201601,78725,Irrigation - Residential,0
201512,78660,Residential,"7,662,200"
201501,78730,Irrigation - Residential,"113,200"
201310,78736,Irrigation - Multi-Family,"507,500"
201402,78728,Multi-Family,"6,601,300"
201310,78748,Multi-Family,"16,771,200"
201404,78729,Multi-Family,"19,193,500"
201409,78757,Multi-Family,"16,349,500"
201311,78736,Residential,"10,065,000"
201312,78717,Multi-Family,"8,254,200"
201206,78652,Residential,"906,500"
201712,78728,Irrigation - Residential,"2,200"
201805,78751,Residential,"15,689,900"
201604,78724,Multi-Family,"13,102,700"
201602,78746,Irrigation - Multi-Family,"178,400"
201306,78748,Residential,"80,624,300"
201712,78730,Residential,"20,125,300"
201701,78728,Irrigation - Residential,"3,000"
201501,78731,Irrigation - Residential,"186,000"
201202,78736,Irrigation - Residential,"3,800"
201711,78652,Irrigation - Multi-Family,"80,800"
201802,78750,Multi-Family,"10,397,700"
201801,78730,Multi-Family,"5,476,400"
201403,78725,Multi-Family,"198,300"
201606,78737,Irrigation - Residential,"13,600"
201702,78758,Irrigation - Residential,"15,700"
201210,78725,Multi-Family,"254,600"
201207,78722,Residential,"13,623,300"
201407,78705,Multi-Family,"29,952,100"
201708,78751,Residential,"19,373,500"
201610,78758,Multi-Family,"49,834,000"
201502,78735,Irrigation - Multi-Family,"194,700"
201504,78705,Irrigation - Multi-Family,"263,700"
201210,78721,Multi-Family,"4,529,000"
201506,78754,Irrigation - Residential,"14,500"
201703,78702,Irrigation - Multi-Family,"502,600"
201212,78742,Residential,"774,000"
201406,78731,Irrigation - Residential,"554,900"
201610,78652,Residential,"3,572,400"
201206,78759,Irrigation - Residential,"240,000"
201703,78747,Multi-Family,"7,202,200"
201202,78736,Residential,"9,648,200"
201307,78724,Irrigation - Residential,"48,000"
201407,78756,Irrigation - Residential,"80,100"
201808,78727,Irrigation - Residential,"21,800"
201612,78653,Irrigation - Residential,100
201203,78736,Irrigation - Residential,"5,100"
201304,78724,Multi-Family,"12,296,500"
201511,78721,Residential,"12,036,800"
201411,78702,Residential,"26,433,600"
201501,78746,Irrigation - Residential,"175,500"
201607,78652,Residential,"2,948,500"
201210,78717,Irrigation - Multi-Family,"4,575,400"
201207,78723,Multi-Family,"22,601,700"
201701,78747,Irrigation - Residential,0
201301,78745,Irrigation - Residential,"32,400"
201310,78613,Irrigation - Multi-Family,"301,500"
201202,78744,Irrigation - Multi-Family,"221,200"
201404,78753,Multi-Family,"49,518,100"
201509,78739,Irrigation - Multi-Family,"139,500"
201303,78742,Residential,"610,400"
201402,78753,Irrigation - Multi-Family,"991,200"
201205,78741,Multi-Family,"84,210,200"
201209,78726,Residential,"33,859,500"
201708,78702,Multi-Family,"12,138,300"
201204,78732,Residential,"4,400"
201410,78745,Multi-Family,"30,904,100"
201506,78753,Irrigation - Residential,"3,100"
201404,78750,Irrigation - Residential,"20,400"
201305,78744,Irrigation - Multi-Family,"1,511,200"
201310,78705,Multi-Family,"37,787,400"
201308,78705,Irrigation - Multi-Family,"519,300"
201201,78726,Irrigation - Multi-Family,"1,998,700"
201509,78759,Irrigation - Residential,"164,400"
201609,78703,Irrigation - Multi-Family,"1,612,700"
201207,78721,Residential,"18,381,500"
201610,78705,Irrigation - Residential,"89,100"
201611,78729,Multi-Family,"22,505,200"
201702,78724,Irrigation - Multi-Family,"344,800"
201503,78757,Irrigation - Residential,"7,300"
201608,78717,Multi-Family,"12,541,600"
201511,78731,Irrigation - Residential,"423,600"
201710,78737,Residential,"7,738,300"
201203,78747,Irrigation - Residential,"74,600"
201407,78724,Multi-Family,"14,133,100"
201206,78721,Residential,"18,978,600"
201205,78702,Irrigation - Multi-Family,"667,300"
201603,78728,Multi-Family,"6,791,300"
201608,78749,Multi-Family,"17,394,100"
201202,78704,Irrigation - Multi-Family,"761,700"
201712,78653,Multi-Family,"140,700"
201603,78727,Residential,"31,885,000"
201601,78717,Irrigation - Residential,"11,600"
201507,78750,Multi-Family,"14,036,200"
201506,78613,Irrigation - Multi-Family,"566,300"
201412,78717,Irrigation - Multi-Family,"2,343,800"
201607,78739,Residential,"48,545,600"
201303,78725,Multi-Family,"308,500"
201809,78744,Multi-Family,"35,675,100"
201211,78719,Multi-Family,"467,200"
201404,78737,Irrigation - Residential,"13,500"
201502,78744,Irrigation - Residential,"24,000"
201411,78753,Irrigation - Multi-Family,"3,342,200"
201511,78759,Irrigation - Residential,"55,600"
201505,78727,Multi-Family,"18,049,900"
201510,78660,Irrigation - Multi-Family,"1,675,800"
201602,78704,Residential,"37,122,900"
201509,78746,Irrigation - Multi-Family,"1,390,500"
201405,78728,Irrigation - Multi-Family,"2,101,800"
201309,78729,Residential,"36,778,400"
201807,78728,Irrigation - Residential,"10,600"
201506,78736,Residential,"10,878,700"
201405,78750,Irrigation - Residential,"46,300"
201603,78748,Irrigation - Residential,"23,100"
201304,78704,Irrigation - Multi-Family,"1,589,500"
201502,78737,Irrigation - Residential,"4,400"
201505,78744,Multi-Family,"25,062,900"
201410,78747,Multi-Family,"7,134,100"
201208,78729,Irrigation - Multi-Family,"5,617,800"
201611,78735,Irrigation - Multi-Family,"2,849,700"
201611,78729,Irrigation - Residential,"7,200"
201608,78758,Irrigation - Residential,"45,400"
201608,78744,Irrigation - Multi-Family,"3,908,100"
201608,78729,Multi-Family,"26,135,200"
201206,78744,Irrigation - Residential,"2,600"
201410,78751,Irrigation - Residential,"90,900"
201308,78732,Residential,"14,700"
201608,78721,Multi-Family,"4,654,200"
201505,78731,Irrigation - Multi-Family,"251,200"
201609,78757,Multi-Family,"15,263,700"
201607,78717,Irrigation - Multi-Family,"11,723,600"
201803,78759,Multi-Family,"31,533,300"
201211,78717,Multi-Family,"6,769,100"
201211,78723,Multi-Family,"22,305,000"
201208,78748,Irrigation - Multi-Family,"9,490,000"
201712,78752,Irrigation - Multi-Family,"89,700"
201505,78702,Irrigation - Residential,"25,600"
201608,78727,Irrigation - Multi-Family,"8,664,000"
201605,78723,Irrigation - Multi-Family,"175,600"
201408,78652,Irrigation - Residential,"36,500"
201306,78736,Multi-Family,"2,139,600"
201410,78753,Multi-Family,"49,968,300"
201701,78721,Residential,"13,310,900"
201706,78751,Irrigation - Residential,"99,800"
201202,78746,Residential,"21,352,400"
201705,78726,Irrigation - Residential,"34,500"
201708,78704,Irrigation - Multi-Family,"5,850,900"
201708,78729,Irrigation - Residential,"7,600"
201706,78757,Irrigation - Residential,"80,900"
201307,78704,Residential,"64,895,600"
201708,78745,Irrigation - Residential,"150,400"
201409,78733,Residential,"76,300"
201605,78746,Residential,"30,475,600"
201605,78726,Multi-Family,"12,826,200"
201705,78746,Irrigation - Residential,"506,600"
201209,78733,Residential,"60,100"
201407,78726,Multi-Family,"11,598,700"
201702,78726,Irrigation - Multi-Family,"1,655,300"
201708,78753,Irrigation - Residential,"20,800"
201703,78728,Multi-Family,"6,476,400"
201705,78750,Irrigation - Residential,"49,300"
201202,78730,Residential,"4,247,700"
201706,78704,Irrigation - Residential,"202,300"
201503,78726,Multi-Family,"15,135,600"
201206,78723,Residential,"45,257,500"
201708,78726,Irrigation - Multi-Family,"6,631,700"
201709,78728,Irrigation - Residential,"9,600"
201706,78653,Irrigation - Multi-Family,"49,300"
201203,78746,Residential,"23,132,600"
201705,78717,Multi-Family,"12,483,000"
201309,78741,Residential,"22,808,200"
201504,78741,Residential,"17,384,200"
201709,78733,Residential,"121,100"
201706,78729,Multi-Family,"21,863,100"
201201,78728,Residential,"3,602,300"
201302,78728,Residential,"3,621,000"
201509,78704,Irrigation - Multi-Family,"5,922,600"
201706,78724,Multi-Family,"12,474,400"
201706,78725,Irrigation - Residential,0
201707,78717,Irrigation - Residential,"63,300"
201602,78721,Residential,"12,110,800"
201709,78725,Irrigation - Residential,0
201407,78726,Irrigation - Multi-Family,"5,855,600"
201707,78652,Irrigation - Residential,"90,100"
201708,78751,Irrigation - Residential,"173,900"
201709,78756,Irrigation - Residential,"69,000"
201709,78705,Irrigation - Residential,"97,900"
201611,78723,Multi-Family,"22,898,300"
201710,78744,Irrigation - Multi-Family,"3,243,300"
201710,78738,Residential,"3,100"
201706,78653,Irrigation - Residential,"16,200"
201604,78730,Irrigation - Multi-Family,"977,300"
201209,78728,Residential,"6,091,700"
201405,78723,Residential,"35,996,000"
201708,78717,Irrigation - Residential,"43,300"
201612,78733,Residential,"31,800"
201708,78731,Irrigation - Multi-Family,"1,305,900"
201709,78724,Multi-Family,"15,306,900"
201705,78746,Residential,"48,085,800"
201707,78746,Irrigation - Residential,"717,900"
201503,78728,Residential,"4,427,600"
201507,78723,Residential,"36,361,900"
201707,78745,Irrigation - Residential,"75,500"
201702,78733,Residential,"31,700"
201705,78617,Irrigation - Multi-Family,"5,600"
201309,78733,Residential,"71,700"
201709,78725,Multi-Family,"430,500"
201707,78726,Multi-Family,"13,940,300"
201408,78726,Irrigation - Multi-Family,"6,527,700"
201205,78741,Residential,"21,334,068"
201302,78733,Residential,"22,100"
201708,78754,Irrigation - Residential,"24,700"
201604,78746,Residential,"35,072,400"
201707,78653,Irrigation - Residential,"20,500"
201705,78731,Irrigation - Residential,"575,600"
201409,78726,Multi-Family,"12,143,400"
201312,78728,Residential,"3,699,600"
201709,78722,Irrigation - Residential,0
201705,78719,Residential,"1,671,500"
201406,78726,Multi-Family,"12,699,300"
201707,78613,Multi-Family,"3,044,400"
201403,78741,Residential,"16,181,700"
201707,78724,Irrigation - Residential,"50,700"
201708,78652,Irrigation - Residential,"107,500"
201703,78728,Irrigation - Multi-Family,"1,820,100"
201709,78744,Irrigation - Multi-Family,"3,901,900"
201311,78746,Residential,"26,125,500"
201207,78741,Residential,"24,957,700"
201602,78728,Residential,"4,335,400"
201509,78728,Residential,"7,394,500"
201409,78704,Irrigation - Multi-Family,"3,912,300"
201709,78757,Irrigation - Residential,"68,700"
201701,78701,Residential,"696,400"
201303,78728,Residential,"4,059,100"
201203,78728,Residential,"3,763,200"
201707,78747,Irrigation - Multi-Family,"2,779,200"
201606,78741,Residential,"16,940,900"
201706,78725,Multi-Family,"188,700"
201609,78717,Residential,"42,177,900"
201611,78726,Irrigation - Multi-Family,"2,488,900"
201702,78741,Residential,"16,742,600"
201706,78721,Irrigation - Multi-Family,"151,100"
201510,78726,Irrigation - Multi-Family,"7,129,000"
201206,78741,Residential,"21,802,700"
201708,78759,Irrigation - Residential,"131,300"
201705,78702,Irrigation - Multi-Family,"953,800"
201506,78726,Irrigation - Multi-Family,"3,620,500"
201706,78745,Irrigation - Residential,"44,700"
201605,78717,Residential,"27,438,300"
201704,78729,Multi-Family,"19,483,800"
201705,78724,Multi-Family,"13,424,000"
201703,78723,Multi-Family,"22,341,400"
201507,78741,Residential,"18,293,000"
201204,78723,Residential,"33,819,500"
201705,78703,Irrigation - Residential,"1,305,200"
201607,78704,Irrigation - Multi-Family,"4,057,100"
201706,78722,Multi-Family,"3,025,000"
201709,78730,Irrigation - Residential,"192,700"
201707,78725,Multi-Family,"233,100"
201708,78758,Irrigation - Residential,"114,000"
201202,78741,Residential,"16,956,200"
201509,78730,Irrigation - Multi-Family,"1,408,500"
201605,78741,Residential,"15,891,300"
201706,78722,Irrigation - Residential,0
201604,78723,Residential,"30,079,700"
201611,78726,Multi-Family,"13,879,700"
201310,78728,Residential,"4,561,800"
201603,78730,Irrigation - Multi-Family,"649,100"
201612,78704,Irrigation - Multi-Family,"3,069,800"
201709,78747,Irrigation - Multi-Family,"1,325,200"
201512,78741,Residential,"16,413,600"
201609,78726,Multi-Family,"14,129,900"
201709,78748,Irrigation - Residential,"29,000"
201305,78723,Residential,"36,500,200"
201708,78728,Irrigation - Residential,"14,500"
201611,78728,Residential,"5,044,200"
201707,78721,Irrigation - Multi-Family,"268,800"
201708,78724,Multi-Family,"12,656,900"
201306,78723,Residential,"38,421,400"
201703,78722,Multi-Family,"2,894,700"
201603,78726,Multi-Family,"10,147,000"
201204,78746,Residential,"29,137,600"
201406,78704,Multi-Family,"47,211,800"
201206,78728,Residential,"6,593,700"
201705,78704,Irrigation - Residential,"230,900"
201607,78741,Residential,"20,429,700"
201704,78745,Irrigation - Residential,"60,700"
201706,78723,Irrigation - Residential,"13,400"
201502,78723,Residential,"26,627,300"
201708,78653,Multi-Family,"196,200"
201511,78728,Residential,"4,246,100"
201705,78613,Multi-Family,"2,613,800"
201603,78721,Residential,"12,435,000"
201403,78726,Irrigation - Multi-Family,"1,568,200"
201709,78739,Irrigation - Multi-Family,"186,100"
201312,78704,Irrigation - Multi-Family,"1,479,500"
201706,78736,Irrigation - Residential,"22,500"
201407,78733,Residential,"52,200"
201705,78704,Irrigation - Multi-Family,"3,796,800"
201604,78726,Irrigation - Multi-Family,"2,916,100"
201604,78741,Residential,"17,154,200"
201708,78613,Multi-Family,"3,119,400"
201405,78746,Residential,"39,483,600"
201709,78723,Irrigation - Multi-Family,"484,900"
201706,78728,Multi-Family,"9,119,400"
201704,78733,Residential,"45,800"
201608,78728,Residential,"6,836,200"
201401,78704,Multi-Family,"47,442,500"
201709,78724,Irrigation - Residential,"34,400"
201510,78746,Residential,"65,340,100"
201309,78746,Residential,"61,611,900"
201512,78726,Multi-Family,"12,290,600"
201206,78746,Residential,"55,924,100"
201404,78726,Irrigation - Multi-Family,"2,584,300"
201710,78739,Irrigation - Multi-Family,"95,600"
201411,78723,Residential,"33,282,400"
201407,78704,Multi-Family,"47,030,600"
201708,78729,Irrigation - Multi-Family,"5,840,200"
201209,78741,Residential,"23,601,200"
201506,78741,Residential,"16,406,000"
201708,78726,Multi-Family,"12,255,300"
201310,78741,Residential,"18,180,500"
201710,78719,Multi-Family,"357,300"
201707,78722,Multi-Family,"3,174,300"
201511,78726,Irrigation - Multi-Family,"3,940,400"
201707,78738,Residential,"1,000"
201304,78746,Residential,"32,898,900"
201312,78723,Residential,"30,837,000"
201501,78726,Multi-Family,"14,602,400"
201510,78733,Residential,"114,300"
201709,78617,Irrigation - Multi-Family,"7,800"
201708,78727,Irrigation - Residential,"14,300"
201403,78704,Multi-Family,"44,689,100"
201702,78728,Multi-Family,"6,197,900"
201304,78723,Residential,"35,318,700"
201502,78728,Residential,"3,521,600"
201707,78723,Irrigation - Residential,"9,200"
201209,78746,Residential,"65,102,500"
201404,78704,Irrigation - Multi-Family,"1,281,000"
201703,78726,Irrigation - Multi-Family,"2,261,600"
201704,78723,Multi-Family,"21,962,200"
201709,78726,Irrigation - Residential,"38,900"
201707,78736,Irrigation - Residential,"18,300"
201202,78733,Residential,"20,800"
201707,78660,Irrigation - Multi-Family,"3,091,900"
201705,78652,Irrigation - Residential,"85,400"
201709,78728,Multi-Family,"9,191,600"
201306,78728,Residential,"4,964,100"
201706,78759,Irrigation - Residential,"127,600"
201705,78722,Irrigation - Residential,0
201709,78729,Irrigation - Multi-Family,"5,167,100"
201207,78730,Residential,"29,226,500"
201505,78704,Residential,"36,753,400"
201312,78704,Residential,"39,068,400"
201709,78726,Irrigation - Multi-Family,"5,479,700"
201402,78746,Residential,"20,412,000"
201201,78733,Residential,"24,400"
201404,78726,Multi-Family,"10,571,100"
201708,78726,Irrigation - Residential,"70,100"
201405,78704,Multi-Family,"45,991,700"
201707,78729,Multi-Family,"22,187,400"
201407,78728,Residential,"5,501,600"
201512,78728,Residential,"4,595,500"
201707,78756,Irrigation - Residential,"73,500"
201709,78731,Irrigation - Multi-Family,"1,375,500"
201708,78725,Multi-Family,"53,400"
201708,78719,Multi-Family,"409,900"
201512,78746,Residential,"28,938,200"
201304,78733,Residential,"48,900"
201705,78723,Irrigation - Multi-Family,"430,300"
201705,78728,Irrigation - Multi-Family,"2,958,200"
201203,78730,Residential,"4,234,700"
201601,78726,Multi-Family,"12,819,200"
201706,78728,Irrigation - Residential,"10,600"
201510,78726,Multi-Family,"10,815,100"
201511,78741,Residential,"18,697,300"
201707,78705,Irrigation - Multi-Family,"858,600"
201702,78704,Irrigation - Multi-Family,"1,768,200"
201602,78726,Multi-Family,"12,088,200"
201401,78704,Irrigation - Multi-Family,"827,100"
201706,78735,Multi-Family,"11,194,800"
201706,78726,Multi-Family,"13,063,200"
201610,78726,Irrigation - Multi-Family,"3,938,700"
201705,78736,Irrigation - Multi-Family,"742,800"
201706,78726,Irrigation - Residential,"77,000"
201705,78728,Irrigation - Residential,"8,300"
201706,78701,Irrigation - Residential,"96,400"
201709,78741,Irrigation - Multi-Family,"3,928,800"
201504,78746,Residential,"31,083,700"
201510,78723,Residential,"38,180,900"
